;idn;library;title;subtitle;category;date;person;ddc;issn
62685;014052172;zdb;Jahresbericht über das Jüdische Waisen-Erziehungs-Institut für Knaben zu Berlin;;JUDAICA;1844-1852;;360;
62787;1059625407;zdb;Jahresbericht des Jüdisch-Theologischen Seminars Fraenckel'scher Stiftung;;;1856-1922;;290;
63896;1029354448;zdb;Jahres-Bericht des Rabbiner-Seminars zu Berlin für ...;erstattet vom Kuratorium;JUDAICA;[1880-1938];;290;
63898;1164505734;zdb;... Jahresbericht über das jüdische Waisen-Erziehungs-Institut für Knaben zu  Berlin;;JUDAICA;1850-1851;;360;
63899;1177735598;zdb;... Jahres-Bericht für die Zeit vom ... bis ...;;JUDAICA;1907;;290;
63900;1185694072;zdb;... Jahresbericht des Vereins Jüdisches Museum e.V. zu Breslau;umfassend den Zeitraum ...;JUDAICA;[1929-1931];;290;
63901;1199546402;zdb;... Jahresbericht über die Jüdische Höhere Knabenschule zu Berlin;als Einladung zu der öffentlichen Prüfung der Schüler, am ...;JUDAICA;1846;;370;
63902;1214723462;zdb;... Jahresbericht der Jugendgruppe (begründet von der Frauenvereinigung der Frankfurt-Loge) in Frankfurt a.M. für den Zeitraum vom ... bis ...;;JUDAICA;1913;;290;
63903;1235914429;zdb;... Jahresbericht für das Jahr ...;;JUDAICA;1897-1901;;290;
63904;1237661943;zdb;"... Jahresbericht über das israelitische Waisenhaus ""Wilhelms-Pflege"" in Eßlingen";;JUDAICA;1843;;290;
63905;1246984709;zdb;Jahres-Bericht der Verwaltungs-Commission der Georgine Sara von Rothschild'schen Stiftung für ...;;JUDAICA;1879-1901;;360;
63908;1140613057;zdb;... Jahresbericht der Israelitischen Waisenanstalt zu Frankfurt a.M.;;JUDAICA;1915-1917;;290;
63909;1168753015;zdb;... Jahresbericht über die Waisen-Erziehungs-Anstalt für Jüdische Knaben zu Berlin;;JUDAICA;1858-1860;;290;
63910;1168754313;zdb;... Jahresbericht über die Jüdische Waisen-Erziehungs-Anstalt für Knaben zu Berlin;;JUDAICA;1853-1857;;290;
63911;1168813891;zdb;... Jahresbericht über das Jüdische Waisen-Erziehungs-Institut zu Berlin;;JUDAICA;1836-1843;;290;
63912;1168815649;zdb;... Jahresbericht über die Waisen-Erziehungs-Anstalt für Jüdische Mädchen zu Berlin;;JUDAICA;1858-1859;;370;
63913;1168816270;zdb;... Jahresbericht über die jüdische Waisen-Erziehungs-Anstalt für Mädchen zu Berlin;;JUDAICA;1854-1856;;370;
63914;1185652604;zdb;... Jahresbericht der Jüdischen Frauenvereinigung e.V. zu Frankfurt a.M.;;JUDAICA;2018;;290;
63915;1221137964;zdb;Jahres-Bericht des Rabbiner-Seminars für das Orthodoxe Judenthum pro ... vom Curatorium;;JUDAICA;[1977-1879];;290;
63916;1230494359;zdb;... Jahresbericht der Frauenvereinigung der Frankfurt-Loge für ...;;JUDAICA;[1911-1915];;290;
63931;990253252;zdb;Jahresbericht über die Real- u. Volksschule der Israelitischen Gemeinde zu Frankfurt am Main;;JUDAICA;1882-1882;;370;
64143;1258183374;zdb;Antisemitische Vorfälle in Deutschland;Jahresbericht;OST;[2022?]-;;320;2751-4005
64222;015236455;zdb;Juden in Deutschland;Jahresbericht;JUDAICA;1961-;;290;
64225;013663305;zdb;Jahresbericht des Vereins Israelitisches Altersheim in Westfalen e.V.;;;1904-1933;;360;
64375;015227200;zdb;Mitteilungen, Jahresbericht / Gesellschaft für Christlich-Jüdische Zusammenarbeit, Marburg, Lahn;;;1960-2008;;230;
64791;985008229;zdb;Jahresbericht / Zentralrat der Juden in Deutschland;;;1960-1967;;290;
65043;015127834;zdb;Jahresbericht für die Jahre ...;;JUDAICA;1895-;;290;
65087;019206984;zdb;Hier stehen wir;Jahresbericht der Schweizerischen Evangelischen Judenmission;;1960-1970;;290;
65931;013679252;zdb;Jahresbericht der Israelitisch-Theologischen Lehranstalt in Wien;;;1894-1932;;370;
66251;011996536;zdb;Jahresbericht der Gesellschaft zur Förderung der Wissenschaft des Judentums;;24;1905-1921;;290;
66849;011930411;zdb;Jahresbericht des Dresdener Vereins zur Verbreitung Wahrer Biblischer Erkenntniß unter dem Volke Israel;für d. Jahr ..;1;1835-1835;;290;
66851;01520829X;zdb;Jahresbericht des Vereins Jüdische Bibliothek und Lesehalle in Frankfurt am Main;;JUDAICA;1954-1955;;020;
67891;010012745;zdb;Jahresbericht des JLZ mit der Rechnungsablage / Jüdisches Lehrhaus, Zürich;;JUDAICA;1953-1959;;290;
68879;1253038309;zdb;… Jahresbericht ...;jüdisches Leben in Niedersachsen;;[2021]-;;350;2750-9842
68974;026674459;zdb;Gleichbehandlung und Antidiskriminierung;Jahresbericht;3,4;2004-2006;;360;1725-471X
69978;012081809;zdb;Jüdische Gemeinschaft in Deutschland;Jahresbericht;06a;1964-1971;;290;
70063;1161434224;zdb;Jahresbericht ...;Forschung, Lehre, Publikationen, Veranstaltungen;JUDAICA;Mai 2018-;;943;
70065;1067976701;zdb;Jahresbericht / Hannah-Arendt-Institut für Totalitarismusforschung e.V. an der Technischen Universität Dresden;;JUDAICA;2003-;;900;
70066;1011054957;zdb;Jahresbericht der Realschule der Israelitischen Religions-Gesellschaft in Frankfurt am Main;;JUDAICA;1893-1915;;290;
70292;011861592;zdb;Jahresbericht der Landes-Rabbinerschule in Budapest;für das Schuljahr ...;1;1878-1916;;290;
72305;018823157;zdb;Jahresbericht über die Real- u. Volksschule der Israelitischen Gemeine zu Frankfurt am Main;;;1882-1882;;370;
72627;986920126;zdb;Pädagogischer Jahresbericht des Allgem. Österr. Israelitischen Taubstummen-Institutes;für das Schuljahr ...;;1874-1874;;370;
72902;018590535;zdb;Eben Ezer;Jahresbericht über das Seminar des Institutum Judaicum zu Leipzig;;1887-1887;;290;
73057;1027068111;zdb;Jahresbericht / Or Chadasch, Bewegung für Progressives Judentum Wien;= Annual report / Or Chadasch, Progressive Jewish Community Vienna;;2010-Nov. 2015;;296.834105;
73162;014596261;zdb;Jahresbericht über die Arbeit an Israel in Kischinew;;;1893-1902;;230;
73240;1009433466;zdb;Jahresbericht / Arye-Maimon-Institut für Geschichte der Juden;;;2010-;;940;
73287;015239829;zdb;Jahresbericht / Philanthropin, Realschule und Lyzeum der Israelitischen Gemeinde zu Frankfurt a. M.;;JUDAICA;1914-1921;;290;
74756;015241386;zdb;Jahres-Bericht des Rabbiner-Seminars zu Berlin;erstattet vom Kuratorium;JUDAICA;1879-1938;;290;
75996;011862483;zdb;Jahresbericht für das Schuljahr ... / Höhere Israelitische Schule mit den Lehrzielen der Realschule, des Realgymnasiums und der Höheren Töchterschule;;;1913-1914;;290;
76105;013554565;zdb;Jahresbericht über das ... Schuljahr ... / Jawne Privates Jüdisches Reformrealgymnasium i.E. mit Realschule für Knaben und Mädchen; über das ... Schuljahr;;1931-1932;;370;
77275;1015602894;zdb;Jahresbericht / Jüdisches Museum Berlin;;JUDAICA;2007-;;290;
77643;980936365;zdb;Bericht über die Jacobson-Schule, Realschule mit (Reform-)Realprogymnasium (nach dem Frankfurter Lehrplan) zu Seesen am Harz;für die Zeit von Ostern ... bis Ostern ..;JUDAICA;1871-1931;;370;
77683;980265541;zdb;Bericht des Jüdisch-Theologischen Seminars Fraenckel'scher Stiftung;;;1856-1938;;290;
78342;99025464X;zdb;Jahresbericht / Philanthropin, Realschule und Lyzeum der Israelitischen Gemeinde zu Frankfurt a. M.;;JUDAICA;1914-1915;;290;
78347;012913871;zdb;Jüdische Jugend;;;1956-1957;;070;
78349;015239462;zdb;Der Bund;unabhängiges freies agudistisches Ausspracheorgan;JUDAICA;1928-1931;;290;
78350;989133877;zdb;Jüdische Jugend;Zeitschrift für die jüdische Jugend Österreichs;;1935-1938;;050;
78351;989516822;zdb;Jüdische Jugend;;;1919-1919;;050;
78352;587191260;zdb;Galgal;Für d. jüdische Jugend;;1932-1932;;050;
78353;1041315325;zdb;Atid;Maon Hanoar Jüdisches Jugend-Heim;;1964-1966;;300;
78354;012761753;zdb;Heatid;"Zeitschr. für die jüdische Jugend Württembergs; unabhängige Schülerzeitung";;1972-1974;;741.5;
78355;015235629;zdb;Jüdische Jugend;;JUDAICA;1905-1907;;290;
78356;010256067;zdb;Jüdische Jugend;Monatsschrift;JUDAICA;1924-1925;;290;
78358;1163235687;zdb;Jüdische Jugend;Zeitschrift für die jüdische Jugend Österreichs;JUDAICA;[1936-1937];;790;
78359;1186274514;zdb;Jüdische Jugend;Beilage zu Nr. ... des Frankfurter Israelitischen Familienblattes;JUDAICA;[1903-1911];;290;
78360;010352597;zdb;Unsere Hoffnung;Monatsschrift für die reifere jüdische Jugend;JUDAICA;1904-1905;;290;
78361;025954725;zdb;Schalom;Zeitschrift für die jüdische Jugend Europas : Magazine for Jewish European youth;0;1964-1970;;290;
78363;587990406;zdb;Tagebuch für die jüdische Jugend;;;1916-1916;;050;
78365;015062694;zdb;Chuzpe;jüdische Jugend- und Studentenzeitung Hessen;JUDAICA;1993-1997;;K;0949-345X
78367;012100285;zdb;Razsvět;organ russkich evreev;JUDAICA;1860-1861;;290;
78368;014506092;zdb;Razsvět;"ežednevnaja političeskaja, obščestvennaja i literaturnaja gazeta ; bez predvaritelʹnoj cenzury";26;1905-1905;;070;
78369;01920714X;zdb;Razsvět'';"obščestvenno-političeskaja i literaturnaja eženeděl'naja gazeta ; posvjaščennaja evrejskim'' interesam'' ; hebdomadaire = L' aube";;1922-1933;;050;
78370;1024632334;zdb;Razsvět;= Šachar : izdanie Sevastopolʹskoj Evrejskoj Obščiny;7,7;2011-;;070;
78371;015414574;zdb;Razsvět;social'demokratičeskij listok dlja sektantov;;1904-1904;;320;
78372;1136678999;zdb;Razsvět;;;1974-;;000;
78373;1160507376;zdb;Razsvět;žurnal nauk, iskusstv i literatury dlja vzroslych děvic;;1859-;;;
78376;015039544;zdb;Undzer Worṭ;Wochn-Szrift;JUDAICA;1946-1947;;290;
78377;019813945;zdb;Unzer worṭ;zamelbicher gewidmeṭ ale inṭeresen fun idišen leben un spetziel di fragen fun der tzienisṭišer bawegung ...;;1941-1943;;290;
78379;013234129;zdb;Adressbuch für den jüdischen Buchhandel;;JUDAICA;1927-1927;;920;
78381;1076180671;zdb;Yidishe bilder ;umparṭeiisher ilusṭrirṭer ḥoidesh zshurnal;JUDAICA;1947-1949;;290;
78382;010012907;zdb;Yidishe bilder;umparṭeiisher ilusṭrirṭer ḥoidesh zshurnal = Jewish pictures = Jidische Bilder;JUDAICA;1947-1949;;290;
78383;1078281947;zdb;Aus unserer Spielzeit;;7,7;[1937 oder 1938];;290;
78384;1081827580;zdb;Aus unserer Spielzeit;;7,7;1937-1938;;290;
78385;1166255131;zdb;Židovská ročenka pre Slovensko;= Jüdisches Jahrbuch für die Slovakei;JUDAICA;1940-1940;;910;
78386;010046208;zdb;Židovska ročenka pre Slovensko;;JUDAICA;1934-1940;;910;
78387;015213145;zdb;Pardes;;JUDAICA;1892-1896;;290;
78388;014481030;zdb;Hap Pardēs;;0;1949-1950;;290;
78389;984049932;zdb;Pri ha-Pardes;;0;2007-;;000;1863-7442
78390;1145162568;zdb;Pardes;osef sifruti;0;2017;;290;
78391;014489341;zdb;Pardès;etudes et culture juives;0;1985-;;050;0295-5652
78392;027302083;zdb;PaRDeS;Zeitschrift der Vereinigung für Jüdische Studien e.V.;0;2004-;;290;1614-6492
78394;104650990X;zdb;Pardès;etudes et culture juives;0;2001-;;290;2271-1880
78398;1114674516;zdb;Literarisches und homiletisches Beiblatt;;JUDAICA;1838-1838;;070;
78399;985594063;zdb;Literarisches und homiletisches Beiblatt;;;1838-1839;;070;
78402;013955527;zdb;Boletín informativo de la Sociedad Cultural Israelita B'ne Jisroel;= Mitteilungsblatt;JUDAICA;1947-1975;;050;
78403;1120159105;zdb;Boletín informativo de la Sociedad Cultural Israelita B'ne Jisroel;= Mitteilungsblatt;JUDAICA;[1947?-1975?];;050;
78405;015227766;zdb;Sabbath-Blatt;;JUDAICA;1842-1846;;290;
78406;112882860X;zdb;Sabbath-Blatt;für Belehrung, Erbauung und Unterhaltung jüdischer Leser;JUDAICA;1842-1844;;290;
78407;024285927;zdb;Jedies fun Jidi`śn Wisn`śaftlekn Institut;;JUDAICA;1925-1939;;050;
78408;1123243328;zdb;Yedies̀ fun Yidishn Ṿisnshaftlekhn Insṭiṭuṭ;= Jedies;JUDAICA;1936-1936;;290;
78409;011930225;zdb;Bericht der Gesellschaft zur Beförderung des Christenthums unter den Juden in Frankfurt am Main;;1;1824-[1829?];;290;
78410;1120930510;zdb;Bericht der Gesellschaft zur Beförderung des Christenthums unter den Juden in Frankfurt am Main;;1;1824-1829;;290;
78411;1131735447;zdb;Archiv für jüdische Familienforschung, Kunstgeschichte und Museumswesen;;JUDAICA;1912-1913;;730;
78412;017884640;zdb;Archiv für jüdische Familienforschung, Kunstgeschichte und Museumswesen;;;1912-1921;;730;
78413;1128342243;zdb;Yor-bukh fun Yidishn yishev in Argenṭine;= Anuario Israelita en la Argentina;GER;1945-1946;;830;
78414;1013253140;zdb;Dirnfurṭer prifilegirṭe tsayṭung;;JUDAICA;1771-1771;;290;
78456;1152018795;zdb;Das Band;Zeitschrift der jüdischen Gehörlosen;;1926-1938;;360;
78463;1140928872;zdb;Das Band;Zeitschrift der jüdischen Gehörlosen;JUDAICA;1932-1932;;360;
78470;1141082403;zdb;Das Abendland;Central-Organ für alle zeitgemäßen Interessen des Judenthums;JUDAICA;1864-1868;;290;
78476;018654576;zdb;Das jüdische Blatt;;;1910-1914;;290;
78477;1141078198;zdb;Das jüdische Blatt;;JUDAICA;1911-1914;;290;
78478;01027782X;zdb;Wissen und Waffen;Tatsachen für den Wahlkampf;JUDAICA;1924-1924;;290;
78482;012782327;zdb;Das Jüdische Echo;europäisches Forum für Kultur und Politik;63;1952-;;050;
78483;1142389294;zdb;Urwähler-Zeitung;Organ für Jedermann aus dem Volke;JUDAICA;[1849-1853];;320;
78484;012857750;zdb;Urwähler-Zeitung;Organ für Jedermann aus dem Volke;;1849-1853;;320;
78485;1141017539;zdb;Mitteilungen des Reichsausschusses der Jüdischen Jugendverbände;;JUDAICA;1927-1930;;360;
78487;023043105;zdb;The B'nai B'rith magazine;;7,7;2001-;;290;1544-0729
78488;1140801678;zdb;The B'nai B'rith magazine;the national Jewish monthly;JUDAICA;1927-1927;;050;
78489;018756476;zdb;Zionist library for boys and girls;;JUDAICA;1930-1949;;290;
78490;1143836235;zdb;Zionist library for boys and girls;;JUDAICA;2017;;290;
78491;1140749730;zdb;Alt-Prager Almanach;;JUDAICA;1926-1927;;050;
78492;010133399;zdb;Alt-Prager Almanach;;;1926-1926;;050;
78493;025797077;zdb;Abenteuer Welt-Mission;Kinderblatt;;[2004-2011];;230;
78511;1155616693;zdb;Kinderblatt;;JUDAICA;1934-1938;;290;
78519;010269908;zdb;Mitteilungen des Israelitischen Lehrervereins für Bayern;;JUDAICA;1923-1930;;290;
78520;1148292802;zdb;Mitteilungen des Israelitischen Lehrervereins für Bayern;;JUDAICA;1923-1926;;290;
78526;027228967;zdb;Der jüdische Herold;unabhängiges orthodoxes Organ;;1931-1938;;050;
78527;1162568275;zdb;Der jüdische Herold;unabhängiges orthodoxes Organ;;1937-1938;;290;
78528;026669137;zdb;Jungjüdischer Wanderer;Fahrtenblätter des Jungjüdischen Wanderbundes;;1921-1924;;290;
78530;1162151463;zdb;Mitteilungs-Blatt des Jüdischen Volksrats Posen;;;1919-1919;;290;
78531;018935419;zdb;Mitteilungsblatt des Jüdischen Volksrats Posen;;;1919;;290;
78534;104666686X;zdb;Bericht über die Jüdische Gemeinde-Knabenschule;womit zu der öffentlichen Prüfung der Schüler ... ehrerbietigst einladet;;1859-1864;;290;
78536;1160527962;zdb;Die Jüdische Gemeinde;unabhängig-kritische Monatsschrift;JUDAICA;1926-1927;;290;
78539;115852272X;zdb;Mitteilungsblatt des Landesverbandes israelitischer Religionsgemeinden Hessens;;JUDAICA;1926-1936;;290;
78540;015235157;zdb;Mitteilungsblatt des Landesverbandes Israelitischer Religionsgemeinden Hessens;;JUDAICA;1926-1936;;070;
78542;018540201;zdb;The B'nai B'rith great books series;;;1963-1963;;290;
78543;01644163X;zdb;Rapport sur l'antisémitisme au Canada;= The review of anti-semitism in Canada;;1985-1987;;290;
78544;015234320;zdb;Jedī'ōt Benē Berīt;;JUDAICA;1942-1945;;290;
78545;015259501;zdb;Jewish monthly;;JUDAICA;1981-2001;;290;0027-9552
78549;1152235249;zdb;B'nai B'rith;revue européenne;;[1954?];;200;
78553;1011248174;zdb;B'nai B'rith könyvek;;;1993-;;230;1217-3509
78555;018972756;zdb;Journal / B'nai B'rith, B. B. Distrikt 19, Kontinental-Europa;;;1978-1988;;290;
78557;023418222;zdb;Proceedings of the ... general convention of the Supreme Lodge B'nai B'rith;;;1941-;;200;
78558;023418451;zdb;Proceedings / District Grand Lodge No. 1, B'nai B'rith;... annual convention;;1942-;;200;
78559;023261781;zdb;Bulletin / B'nai B'rith, Distrikts-Grossloge Kontinental-Europa 19;;;1955-1976;;290;
78561;012286982;zdb;Face to face;an interreligious bulletin;JUDAICA;1975-1988;;320;0361-6061
78563;025458140;zdb;Audit of anti-semitic incidents;;JUDAICA;1998-1998;;290;
78564;015035719;zdb;B'nai-B'rith-Mitteilungen für Österreich;;JUDAICA;1924-1938;;290;
78565;01455643X;zdb;Hillel little books;;;1957-1961;;290;
78566;1006833676;zdb;The Princeton Jewish outpost;;;1973-1973;;000;
78568;010220364;zdb;[Australia and New Zealand Jewish year-book] Australia & New Zealand Jewish year book;;JUDAICA;1985-;;290;
78569;010222855;zdb;Herencia judia;;JUDAICA;1973-;;290;
78572;1161351493;zdb;B'nai B'rith;Měsíčnik velké lóže pro Československý Stát : Monatsblätter der Grossloge für den Čechoslovakischen Staat;JUDAICA;1923-1938;;050;
78574;1112209549;zdb;Rama;Palestine B'nai B'rith monthly;;1947-;;070;
78575;367116057;zdb;B'nai B'rith;Měsíčnik velkolóže pro Československý Stát = B'nai B'rith : Monatsblätter der Grossloge für den Čechoslovakischen Staat;;1922-1934;;050;
78576;01411352X;zdb;The Study of judaism;bibliogr. essays;;1972-;;290;
78578;1205324372;zdb;B'nai B'rith magazine;;JUDAICA;2009-;;290;
78579;026642859;zdb;Mitteilungen des Verbandes Bayerischer Israelitischer Gemeinden;;;1922-1923;;290;
78581;1046057235;zdb;Ha- Meʾasef;;JUDAICA;1784-1812;;290;
78582;010017690;zdb;Ha- Meʾasef;;JUDAICA;1960-;;890;
78583;013041975;zdb;ha- Meʾasef he-ḥadash;;;1809-1812;;290;
78584;1162152427;zdb;Milgroym;tsayṭshrifṭ far kunsṭ un liṭeraṭur;JUDAICA;1922-1924;;290;
78586;1000725979;zdb;Jüdische Nachrichten für die deutschösterr. Provinz;;;1919-1920;;290;
78587;023832215;zdb;Hamburger jüdische Nachrichten;offizielles Organ der Zionistischen Ortsgruppe Hamburg-Altona;;5673-5678;;290;
78588;1160529922;zdb;Jüdische Nachrichten;Organ für die traditionellen und allg. Interessen des orthodoxen Judentums;JUDAICA;1939;;290;
78589;012926701;zdb;Neue jüdische Nachrichten;;16;1977-1984;;290;0941-3707
78590;012647799;zdb;Münchener jüdische Nachrichten;Zeitschrift für jüdische Belange;13;1951-1976;;290;0463-7488
78591;015648486;zdb;Frankfurter jüdische Nachrichten;;7,7;1960-2005;;070;
78592;1162345713;zdb;Israelitischer Reichs-Bote;Organ für religiöse, wissenschaftliche und gemeinnützige Interessen des Judenthums;JUDAICA;1882;;290;
78593;1160723672;zdb;Jüdische Wochenschau;= La semana israelita;JUDAICA;1940-1968;;290;
78594;1037974379;zdb;Leipziger jüdische Wochenschau;;JUDAICA;1928-1933;;070;
78668;1158516843;zdb;Das Echo;revista democrática cultural en idioma alemán : die unabhaengige Halbmonatsschrift Boliviens in deutscher Sprache fuer Politik, Kultur und Wirtschaft;JUDAICA;1958-1960;;070;
78686;015035638;zdb;Central-Vereins-Dienst;Nachrichten der Hauptgeschäftsstelle des Central-Vereins Deutscher Staatsbürger Jüdischen Glaubens e.V;JUDAICA;1924-1927;;290;
78687;1158519982;zdb;Central-Vereins-Dienst;Mitteilungen aus der Hauptgeschäftsstelle des Central-Vereins Deutscher Staatsbürger Jüdischen Glaubens e.V.;JUDAICA;1926-1927;;290;
78688;1158522371;zdb;Das jüdische Centralblatt;(zugleich Archiv für die Geschichte der Juden im Kgr. Kroatien);JUDAICA;1882-1883;;910;
78689;995014035;zdb;Das jüdische Centralblatt;zugleich Archiv für die Geschichte der Juden in Böhmen;;1882-1892;;910;
78690;1161355766;zdb;Der israelitische Bote;;JUDAICA;1876-1879;;290;
78691;016182820;zdb;Israelitischer Jugendfreund;;JUDAICA;1895-1904;;290;
78692;1160608024;zdb;Israelitischer Jugendfreund;Zeitschrift zur Belehrung und Unterhaltung der israelitischen Jugend;JUDAICA;1895-1905;;290;
78695;017444489;zdb;Einladungsschrift zu der öffentlichen Prüfung der Bürger- und Realschule der Israelitischen Gemeinde;;JUDAICA;1867-1868;;370;
78697;1156335523;zdb;Einladungsschrift zu der am stattfindenden öffentlichen Prüfung der Volks- und Realschule der Israelitischen Gemeinde;;;1860-1860;;370;
78698;018610110;zdb;Statuten für die Achawa, Verein zur Unterstützung Hilfsbedürftiger Israelitischer Lehrer, Lehrerwitwen - und Waisen in Deutschland;;JUDAICA;1889-1904;;290;
78699;015239683;zdb;Financial report of the Palestine Zionist Executive;for the Period ...;JUDAICA;[1927?-1929?];;290;
78700;1154797570;zdb;Financial report of the Palestine Zionist Executive;for the Period ...;JUDAICA;1929-1929;;290;
78701;026521180;zdb;Mitteilungen des Jüdischen Lehrervereins für Bayern;;JUDAICA;1930-1938;;070;
78703;016182693;zdb;Jüdischer Volksfreund;;JUDAICA;1906-1933;;290;
78704;1185662448;zdb;Jüdischer Volksfreund;"Monats-Beilage zum ""Israelit""";JUDAICA;1906;;290;
78705;1177932881;zdb;Beilage in Wiedergutmachungsfragen;;JUDAICA;1947-1947;;290;
78706;1199950920;zdb;Bericht des Vorstandes der Israelitischen Sterbekasse zu Frankfurt am Main;für das Jahr ...;;[1895?-1905];;360;
78708;015236781;zdb;Gemeindeblatt für die jüdischen Gemeinden Preussens;;JUDAICA;1934-1937;;070;
78710;1196831912;zdb;Illustrirter jüdischer Familienkalender;für das Jahr ...;;1882-1907;;050;
