,idn,library,title,subtitle,category,date,person,ddc,issn,language,gnd_number,responsibility,publication_info,frequency,subjects,electronic_access,notes,physical_description,series_statement,other_identifier,linking_entry,dewey_classification,gov_doc_classification
2,011547200,[<Element {http://www.loc.gov/MARC21/slim}subfield at 0x39b915280>],Lloyds illustrirte Reisebibliothek,,,1858-1858,,910,,ger,,,,,[],,,,,,[],910,
3,019780664,[<Element {http://www.loc.gov/MARC21/slim}subfield at 0x39b914bc0>],Elm-o-honar,"persische Zeitschrift für Technik, Wirtschaft und Literatur = ʿIlm wa hunar",,1926-1928,,320,,ger,,,,,[],,,,,,['\n'],320,
4,012627453,[<Element {http://www.loc.gov/MARC21/slim}subfield at 0x39d804c80>],Der Orient,Zweimonatsschrift,1,1919-1939,,050,,ger,,Hrsg. Dr. Lepsius Deutsche Orient-Mission,,,[],,,,,,['\n'],050,
5,978627237,[<Element {http://www.loc.gov/MARC21/slim}subfield at 0x39d805140>],Ost-westliches Journal,"spannend wie der Orient, vielseitig wie der Okzident",,1999-2004,,300,1613-589X,ger,,"ASA-MA-I, der afghanische Kulturverein e.V.",,,[],,,,,,[],300,
6,015210480,[<Element {http://www.loc.gov/MARC21/slim}subfield at 0x39dbbfe80>],Literaturblatt,,JUDAICA,1840-1850,,290,,ger,,,,,[],,,,,,[],290,
7,017378443,[<Element {http://www.loc.gov/MARC21/slim}subfield at 0x39d805500>],Der Orient,Vorträge u. Abhandlungen zur Geographie und Kulturgeschichte d. Länder d. Ostens,"6,23",1905-1911,,910,,ger,,,,,[],,,,,,['\n'],910,
8,990074730,[<Element {http://www.loc.gov/MARC21/slim}subfield at 0x39dbbfd00>],Der Orient,"illustrierte Monatsschrift für Literatur, Kultur und Kunst des Orients",,1925-1925,,050,,ger,,,,,[],,,,,,[],050,
9,58790271X,[<Element {http://www.loc.gov/MARC21/slim}subfield at 0x39dbcc0c0>],Der Orient,Zeitschrift für die wirtschaftl. Erschließung d. Orients ; Organ d. Allg. Jüd. Kolonisations-Organisation,,1913-1919,,050,,ger,,,,,[],,,,,,[],050,
10,1187365440,[<Element {http://www.loc.gov/MARC21/slim}subfield at 0x39dbcc680>],Orient Express,Informationsdienst der Orient (Nahost-Mittelost)-Kommission der Liga gegen Imperialismus,,[1979-1980?],,360,,ger,,,,,[],,V.i.S.d.P.: Klaus Staffe,,,,[],360,
11,1059588153,[<Element {http://www.loc.gov/MARC21/slim}subfield at 0x39dbcc600>],Der Orient,"Berichte, Studien und Kritiken für jüdische Geschichte und Literatur",JUDAICA,1840-1851,,890,,ger,,,,,[],https://www.digitale-sammlungen.de/search?query=manifestation_id%3A%22ZDB%7C309890-4%7C%22&sortField=date&sortOrder=asc&handler=simple-metadata,,Online-Ressource,,,"['\n', '\n']",890,
12,011897082,[<Element {http://www.loc.gov/MARC21/slim}subfield at 0x39dbcc040>],Der Orient,"Berichte, Studien und Kritiken für jüdische Geschichte und Literatur",JUDAICA,1840-1850,,890,,ger,,,,,[],,,,,,"['\n', '\n']",890,
13,01770457X,[<Element {http://www.loc.gov/MARC21/slim}subfield at 0x39dbccd80>],unkown,Fachzeitschrift für handgeknüpfte u. handgewebte Teppiche,,1980-2002,,740,,ger,,,,,"['Orientteppich', 'Zeitschrift']",,,,,,['\n'],740,
14,988491699,[<Element {http://www.loc.gov/MARC21/slim}subfield at 0x39dbcca80>],"Konstantinopel und St. Petersburg, der Orient und der Norden",eine Zeitschrift,,1805-1806,,950,,ger,Kir1366,hrsg. von Fr. Murhard und B. Heideke,,,[],http://ds.ub.uni-bielefeld.de/viewer/toc/2096405/0/LOG_0000/,,Online-Ressource,,Kir1366,"['\n', '\n']",950,
15,012894079,[<Element {http://www.loc.gov/MARC21/slim}subfield at 0x39dbcd080>],Der Orient,Jahrbuch d. Deutsch-Österreichischen Orient-Klub = L' Orient,,1898-1906,,890,,ger,,hrsg. von Heinz Bothmer,,,[],,,,,,[],890,
16,013000020,[<Element {http://www.loc.gov/MARC21/slim}subfield at 0x39dbccb40>],"Konstantinopel und St. Petersburg, der Orient und der Norden",eine Zeitschrift,,1805-1806,,950,,ger,Kir1366,hrsg. von Fr. Murhard und B. Heideke,,,[],,,,,Kir1366,['\n'],950,
17,012799173,[<Element {http://www.loc.gov/MARC21/slim}subfield at 0x39dbcd2c0>],Orient oder Hamburgisches Morgenblatt,,,1811-1816,,070,,ger,,,,,[],,,,,,['\n'],070,
18,02526897X,[<Element {http://www.loc.gov/MARC21/slim}subfield at 0x39dbcd4c0>],Der Orient,"Berichte, Studien und Kritiken für jüdische Geschichte und Literatur",JUDAICA,1840-1851,,890,,ger,,,,,[],http://sammlungen.ub.uni-frankfurt.de/cm/id/2360092,Gesehen am 06.09.2017,Online-Ressource,,,"['\n', '\n']",890,
19,011897074,[<Element {http://www.loc.gov/MARC21/slim}subfield at 0x39dbcd100>],Der Orient,"Berichte, Studien und Kritiken für jüdische Geschichte und Literatur",JUDAICA,1840-1851,,890,,ger,,,,,[],,,,,,"['\n', '\n', '\n']",890,
20,1162447737,[<Element {http://www.loc.gov/MARC21/slim}subfield at 0x39dbcdb40>],Der Orient,"Berichte, Studien und Kritiken für jüdische Geschichte und Literatur",JUDAICA,1840-1850,,,,ger,urn:nbn:de:hebis:30:1-157216,,,,[],https://nbn-resolving.org/urn:nbn:de:hebis:30:1-157216,Reproduktion,,,urn:nbn:de:hebis:30:1-157216,"['\n', '\n']",,
0,027034526,[<Element {http://www.loc.gov/MARC21/slim}subfield at 0x39a26c2c0>],Mitteilungen aus dem Verband der Vereine für Jüdische Geschichte und Literatur in Deutschland,,JUDAICA,1895-1921,,290,,ger,,hrsg. vom Geschäftsführenden Ausschuß,,,[],http://sammlungen.ub.uni-frankfurt.de/cm/id/2378030,,Online-Ressource,,,['\n'],290,
1,010880631,[<Element {http://www.loc.gov/MARC21/slim}subfield at 0x39a73f300>],Mitteilungen aus dem Verband der Vereine für Jüdische Geschichte und Literatur in Deutschland,,,1899-1921,,290,,ger,,hrsg. vom Geschäftsführenden Ausschuß,,,[],,,,,,"['\n', '\n']",290,
0,980033489,[<Element {http://www.loc.gov/MARC21/slim}subfield at 0x39dc3a800>],Zeitschrift für die Geschichte der Juden in der Tschechoslowakei,,JUDAICA,1930-1938,,290,,ger,,,,,[],http://sammlungen.ub.uni-frankfurt.de/cm/id/2416673,Gesehen am 21.06.06,Online-Ressource,,,['\n'],290,
1,015226999,[<Element {http://www.loc.gov/MARC21/slim}subfield at 0x3994cdfc0>],Zeitschrift für die Geschichte der Juden in der Tschechoslowakei,,JUDAICA,1930-1938,,290,,ger,,,,,[],,,,,,"['\n', '\n']",290,
0,980187575,[<Element {http://www.loc.gov/MARC21/slim}subfield at 0x39f9dc5c0>],Illustrirte Monatshefte für die gesammten Interessen des Judenthums,,JUDAICA,1865-1866,,290,,ger,,,,,[],http://sammlungen.ub.uni-frankfurt.de/cm/id/2417805,,Online-Ressource,,,['\n'],290,
1,105964942X,[<Element {http://www.loc.gov/MARC21/slim}subfield at 0x3a1430540>],Illustrirte Monatshefte für die gesammten Interessen des Judenthums,,JUDAICA,1865-1866,,290,,ger,,,,,[],https://www.digitale-sammlungen.de/search?query=manifestation_id%3A%22ZDB%7C981490-5%7C%22&sortField=date&sortOrder=asc&handler=simple-metadata,,Online-Ressource,,,['\n'],290,
2,015208192,[<Element {http://www.loc.gov/MARC21/slim}subfield at 0x3a1496740>],Illustrirte Monatshefte für die gesammten Interessen des Judenthums,,JUDAICA,1865-1866,,290,,ger,,,,,[],,,,,,['\n'],290,
0,1176575147,[<Element {http://www.loc.gov/MARC21/slim}subfield at 0x39dc40e00>],unkown,,JUDAICA,1874-1890,,290,,ger,,,,,"['Jüdische Literatur', 'Zeitschrift', 'Judentum', 'Zeitschrift']",https://www.digitale-sammlungen.de/search?query=manifestation_id%3A%22ZDB%7C542529-3%7C%22&sortField=date&sortOrder=asc&handler=simple-metadata,,,,,"['\n', '\n', '\n']",290,
1,980265118,[<Element {http://www.loc.gov/MARC21/slim}subfield at 0x3a1483ac0>],Jahrbücher für jüdische Geschichte und Litteratur,,0,1874-1890,,290,,ger,,,,,[],http://sammlungen.ub.uni-frankfurt.de/cm/id/2418846,,Online-Ressource,,,['\n'],290,
2,012951161,[<Element {http://www.loc.gov/MARC21/slim}subfield at 0x39f9ce640>],unkown,,AVL,1874-1890,,290,,ger,,,,,"['Jüdische Literatur', 'Zeitschrift', 'Judentum', 'Zeitschrift']",,,,,,"['\n', '\n', '\n']",290,
0,98019010X,[<Element {http://www.loc.gov/MARC21/slim}subfield at 0x3a151f980>],Central-Anzeiger für jüdische Litteratur,Blätter für neuere und ältere Litteratur des Judentums,0,1890-1890,,290,,ger,,hrsg. von Nehemias Brüll,,,[],http://sammlungen.ub.uni-frankfurt.de/cm/id/2420797,Gesehen am 20.06.06,Online-Ressource,,,['\n'],290,
1,01295117X,[<Element {http://www.loc.gov/MARC21/slim}subfield at 0x3a151ec00>],Central-Anzeiger für jüdische Litteratur,Bl. für neuere u. ältere Litteratur d. Judentums,AVL,1891-1891,,290,,ger,,,,,[],,,,,,"['\n', '\n']",290,
0,980324637,[<Element {http://www.loc.gov/MARC21/slim}subfield at 0x3a1600500>],Jüdische Zeitschrift für Wissenschaft und Leben,,JUDAICA,1862-1875,,050,,ger,,,,,[],http://sammlungen.ub.uni-frankfurt.de/cm/id/2420973,Gesehen am 29.06.06,Online-Ressource,,,['\n'],050,
1,012791237,[<Element {http://www.loc.gov/MARC21/slim}subfield at 0x3a14940c0>],unkown,,1,1862-1875,,050,,ger,,,,,"['Juden', 'Zeitschrift']",,Gesehen am 29.06.06,,,,['\n'],050,
0,013162624,[<Element {http://www.loc.gov/MARC21/slim}subfield at 0x3a166c0c0>],Jüdische Weltrundschau,= Revue du monde juif,JUDAICA,1939-1940,,050,,ger,,,,,[],,,,,,"['\n', '\n', '\n']",050,
1,980306809,[<Element {http://www.loc.gov/MARC21/slim}subfield at 0x3a151f180>],Jüdische Weltrundschau,= Revue du monde juif,JUDAICA,1939-1940,,070,,ger,urn:nbn:de:hebis:30:1-158155,,,,[],https://nbn-resolving.org/urn:nbn:de:hebis:30:1-158155,Gesehen am 28.06.06,Online-Ressource,,urn:nbn:de:hebis:30:1-158155,"['\n', '\n']",070,
0,026800500,[<Element {http://www.loc.gov/MARC21/slim}subfield at 0x3a15032c0>],Blau-Weiss-Blätter,,,1917-1922,,793,,ger,,,,,[],,,,,,"['\n', '\n']",793,
1,018654614,[<Element {http://www.loc.gov/MARC21/slim}subfield at 0x3a1667d80>],Nürnberger Blau-Weiss-Blätter,,,1924-1924,,050,,ger,,hrsg. vom Kreis d. Mittleren Jungens,,,[],,,,,,[],050,
2,980411440,[<Element {http://www.loc.gov/MARC21/slim}subfield at 0x3a15dfbc0>],Blau-Weiss-Blätter,,JUDAICA,1917-1922,,793,,ger,,,,,[],http://sammlungen.ub.uni-frankfurt.de/cm/id/2708691,Gesehen am 06.07.06,Online-Ressource,,,"['\n', '\n']",793,
3,015240452,[<Element {http://www.loc.gov/MARC21/slim}subfield at 0x3a15ec2c0>],Blau-Weiss-Blätter,Monatsschrift für jüdisches Jugendwandern,JUDAICA,1913-1925,,793,,ger,,"hrsg. vom Jüdischen Wanderbund ""Blau-Weiss"" in Berlin und Wien und v. Wanderverein 1907 in Breslau",,,[],,,,,,"['\n', '\n']",793,
4,980412110,[<Element {http://www.loc.gov/MARC21/slim}subfield at 0x3a15df6c0>],Blau-Weiss-Blätter,Monatsschrift für jüdisches Jugendwandern,JUDAICA,1913-1925,,793,,ger,,hrsg. von der Bundesleitung des Blau-Weiss,,,[],http://sammlungen.ub.uni-frankfurt.de/cm/id/2425321,Gesehen am 06.07.06,Online-Ressource,,,"['\n', '\n']",793,
0,985591226,[<Element {http://www.loc.gov/MARC21/slim}subfield at 0x3a15df840>],Neue Nationalzeitung,jüdischpolitische Wochenschrift,JUDAICA,1907-1916,,290,,ger,urn:nbn:de:hebis:30:1-157718,,,,[],https://nbn-resolving.org/urn:nbn:de:hebis:30:1-157718,Gesehen am 16.1.2023,Online-Ressource,,urn:nbn:de:hebis:30:1-157718,"['\n', '\n', '\n']",290,
1,01362069X,[<Element {http://www.loc.gov/MARC21/slim}subfield at 0x3a1666800>],Neue Nationalzeitung,Jüdischpolitische Wochenschrift,JUDAICA,1908-1912,,070,,ger,,,,,[],,,,,,[],070,
2,026501562,[<Element {http://www.loc.gov/MARC21/slim}subfield at 0x3a1503b40>],Schwabmünchner National-Zeitung,vereinigt mit Schwabmünchner Tagblatt ; Mitteilungsblatt der NSDAP ; Amtsblatt aller Behörden des Bezirkes,06,1934-1943,,070,,ger,,,,,[],,Zusatz wechselt,,,,"['\n', '\n', '\n']",070,
0,010133275,[<Element {http://www.loc.gov/MARC21/slim}subfield at 0x3a504e200>],Jüdischer Almanach,auf das Jahr ...,JUDAICA,1924-1937,,290,,ger,,"Hrsg.: Selbstwehr, jüdisches Volksblatt in Prag",,,[],,,,,,"['\n', '\n']",290,
1,36736011X,[<Element {http://www.loc.gov/MARC21/slim}subfield at 0x3b6bd2f80>],Jüdisches Volksblatt,,,1929-1933,,050,,ger,,,,,[],,,,,,"['\n', '\n']",050,
2,1101586648,[<Element {http://www.loc.gov/MARC21/slim}subfield at 0x3a708b640>],Jüdischer Almanach,auf das Jahr ...,JUDAICA,1925-1938,,050,,ger,urn:nbn:de:bvb:355-zdb2856683-2,"Herausgeber ""Selbstwehr"" Jüdisches Volksblatt in Prag",,,[],https://nbn-resolving.org/urn:nbn:de:bvb:355-zdb2856683-2,Herausgeber  5685 [1924/1925]-5691 [1930/1931]: Keren Kajemeth Lejisrael in Prag,,,urn:nbn:de:bvb:355-zdb2856683-2,"['\n', '\n']",050,
3,1104188198,[<Element {http://www.loc.gov/MARC21/slim}subfield at 0x3a708b480>],Jüdisches Volksblatt,,,1929-1933,,050,,ger,,,,,[],,Nicht im Internet verfügbar,,,,"['\n', '\n']",050,
4,1097299422,[<Element {http://www.loc.gov/MARC21/slim}subfield at 0x3a81ae940>],Selbstwehr,jüdisches Volksblatt,,1919-1933,,050,,ger,,,,,[],,Nicht im Internet verfügbar,,,,"['\n', '\n', '\n']",050,
5,1051504279,[<Element {http://www.loc.gov/MARC21/slim}subfield at 0x3a81aeac0>],Jüdisches Volksblatt,zur Belehrung und Unterhaltung auf jüdischem Gebiete,JUDAICA,1853-1866,,070,,ger,urn:nbn:de:hebis:30:1-138965,,,,[],https://nbn-resolving.org/urn:nbn:de:hebis:30:1-138965,,Online-Ressource,,urn:nbn:de:hebis:30:1-138965,['\n'],070,
6,013620541,[<Element {http://www.loc.gov/MARC21/slim}subfield at 0x3a81aec00>],Jüdisches Volksblatt,zur Belehrung u. Unterhaltung auf jüd. Gebiete,JUDAICA,1853-1866,,070,,ger,,,,,[],,,,,,"['\n', '\n']",070,
7,015072428,[<Element {http://www.loc.gov/MARC21/slim}subfield at 0x3a855f6c0>],Jüdisches Volksblatt,,JUDAICA,1888-1888,,070,,ger,,,,,[],,,,,,[],070,
8,015154750,[<Element {http://www.loc.gov/MARC21/slim}subfield at 0x3a855f080>],Jüdisches Volksblatt,"unabhängiges Organ für die Interessen von Gemeinde, Schule und Haus",JUDAICA,1896-1913,,070,,ger,,,,,[],,,,,,"['\n', '\n', '\n', '\n', '\n', '\n', '\n']",070,
9,013620851,[<Element {http://www.loc.gov/MARC21/slim}subfield at 0x3a855ef00>],Jüdisches Volksblatt,"unabhängiges Organ für d. Interessen von Gemeinde, Schule u. Haus",,1897-1913,,070,,ger,,,,,[],,,,,,"['\n', '\n']",070,
10,013620843,[<Element {http://www.loc.gov/MARC21/slim}subfield at 0x3a855f2c0>],Jüdisches Volksblatt,"unabhängiges Organ für d. Interessen von Gemeinde, Schule u. Haus",,1913-1913,,070,,ger,,,,,[],,,,,,['\n'],070,
11,1054537186,[<Element {http://www.loc.gov/MARC21/slim}subfield at 0x3a855fb00>],Jüdisches Volksblatt,"unabhängiges Organ für die Interessen von Gemeinde, Schule und Haus",BD 1680,1900-1913,,070,,ger,urn:nbn:de:hebis:30:1-129831,,,,[],https://nbn-resolving.org/urn:nbn:de:hebis:30:1-129831,Reproduktion,,,urn:nbn:de:hebis:30:1-129831,"['\n', '\n']",070,
12,1114680907,[<Element {http://www.loc.gov/MARC21/slim}subfield at 0x3a855ff80>],Jüdischer Bote vom Rhein,ein Vereinsanzeiger,JUDAICA,1919-1922,,070,,ger,urn:nbn:de:hebis:30:1-127223,,,,[],https://nbn-resolving.org/urn:nbn:de:hebis:30:1-127223,Reproduktion,,,urn:nbn:de:hebis:30:1-127223,['\n'],070,
13,1168651166,[<Element {http://www.loc.gov/MARC21/slim}subfield at 0x3a855fe80>],Jüdisches Volksblatt,,JUDAICA,1921,,050,,ger,urn:nbn:de:hebis:30:1-182795,,,,[],https://nbn-resolving.org/urn:nbn:de:hebis:30:1-182795,"Aus der Sammlung des Leo Baeck Institute, digitalisiert in Kooperation mit dem Center for Jewish History, NY",,,urn:nbn:de:hebis:30:1-182795,['\n'],050,
14,010133291,[<Element {http://www.loc.gov/MARC21/slim}subfield at 0x3a856cd80>],Selbstwehr,jüdisches Volksblatt,26,1907-1938,,070,,ger,,,,,[],,,,,,"['\n', '\n', '\n', '\n', '\n', '\n']",070,
15,027075443,[<Element {http://www.loc.gov/MARC21/slim}subfield at 0x3a856c1c0>],Jüdisches Volksblatt,,JUDAICA,1899-1905,,070,,ger,,,,,[],http://sammlungen.ub.uni-frankfurt.de/cm/id/2432763,,Online-Ressource,,,"['\n', '\n', '\n']",070,
16,1112275800,[<Element {http://www.loc.gov/MARC21/slim}subfield at 0x3a856ca40>],Jüdisches Volksblatt,,JUDAICA,2005,,070,,ger,,,,,[],,Reproduktion,3 Mikrofilmrollen,,,"['\n', '\n', '\n']",070,
0,012983780,[<Element {http://www.loc.gov/MARC21/slim}subfield at 0x3a16e4640>],Israelitische Rundschau,offizielles Organ d. Zionistischen Vereinigung für Deutschland ; Centralblatt für die jüdischen Vereine,,1901-1902,,070,,ger,,,,,[],,,,,,"['\n', '\n', '\n']",070,
1,027047253,[<Element {http://www.loc.gov/MARC21/slim}subfield at 0x3a8574dc0>],Israelitische Rundschau,offizielles Organ d. Zionistischen Vereinigung für Deutschland ; Centralblatt für die jüdischen Vereine,JUDAICA,1901-1902,,070,,ger,,,,,[],http://sammlungen.ub.uni-frankfurt.de/cm/id/2437270,Gesehen am 27.06.06,Online-Ressource,,,"['\n', '\n', '\n']",070,
0,010288341,[<Element {http://www.loc.gov/MARC21/slim}subfield at 0x3a856fb40>],Die Stimme,jüdische Zeitung,JUDAICA,1928-1937,,290,,ger,,,,,[],,"Mikrofilm-Ausg. # Princeton, NJ : Datafilm",,,,[],290,
1,019787456,[<Element {http://www.loc.gov/MARC21/slim}subfield at 0x3a856fe80>],Jüdische Zeitung,"Kultur, Politik, Wirtschaft, Ges., Lokales ; Mitteilungsbl. d. JKG München",06,1985-1991,,070,,ger,,,,,[],,,,,,[],070,
2,999733621,[<Element {http://www.loc.gov/MARC21/slim}subfield at 0x3a856ea40>],Jüdische Zeitung,unabhängige Monatszeitung für zeitgenössisches Judentum,,2005-[2014?],,070,,ger,,,,,[],,Gültige URL nicht zu ermitteln,Online-Ressource,,,['\n'],070,
3,976641380,[<Element {http://www.loc.gov/MARC21/slim}subfield at 0x3a85e8dc0>],Jüdische Zeitung,unabhängige Monatszeitung für zeitgenössisches Judentum,"7,7",2005-,,290,1861-4442,ger,,,,,[],,,,,,['\n'],290,
4,588056197,[<Element {http://www.loc.gov/MARC21/slim}subfield at 0x3a85e8440>],Posener jüdische Zeitung,,,1920-1921,,050,,ger,,Hrsg. vom Verein liberaler Juden,,,[],,,,,,[],050,
5,983266174,[<Element {http://www.loc.gov/MARC21/slim}subfield at 0x3a85e8e00>],Jüdisches Gemeindeblatt für Mittelsachsen,"Chemnitz, Annaberg, Zwickau, Plauen",,1934-1938,,290,,ger,,,,,[],,,Online-Ressource,,,"['\n', '\n']",290,
6,01522368X,[<Element {http://www.loc.gov/MARC21/slim}subfield at 0x3994c65c0>],Jüdische Zeitung,,,1894-1895,,290,,ger,,,,,[],,,,,,"['\n', '\n']",290,
7,017858356,[<Element {http://www.loc.gov/MARC21/slim}subfield at 0x3a9017f80>],unkown,"unabhängig, überparteilich, aktuell",16,1991-1991,,070,,,,,,,"['Juden', 'Zeitschrift', 'Juden', 'Zeitschrift']",,,,,,[],070,
8,018458890,[<Element {http://www.loc.gov/MARC21/slim}subfield at 0x3a9020340>],Krug,monatliche jüdische Zeitung = Der Kreis,,1996-,,070,,rus,,,,,[],,,,,,[],070,
9,018978657,[<Element {http://www.loc.gov/MARC21/slim}subfield at 0x3a9020c80>],Der Ruf,unabhängige jüdische Zeitung = L' appel,,1934-1936,,290,,,,,,,[],,,,,,[],290,
10,018621449,[<Element {http://www.loc.gov/MARC21/slim}subfield at 0x3a9020f40>],Jüdische Zeitung für Mittelsachsen,"Chemnitz, Annaberg, Zwickau, Plauen",,1933-1936,,070,,ger,,,,,[],,,,,,['\n'],070,
11,018635547,[<Element {http://www.loc.gov/MARC21/slim}subfield at 0x3a9020840>],Zentralblatt für die Israeliten Badens und der Pfalz,unabhängige jüdische Monatsschrift,,1931-1933,,290,,ger,,,,,[],,,,,,[],290,
12,1038702607,[<Element {http://www.loc.gov/MARC21/slim}subfield at 0x3a9021000>],Jüdische Zeitung Baden-Baden für Baden-Baden und den Landkreis Rastatt,= Evrejskaja gazeta Baden-Badena dlja Baden-Badena i Okruga Raštatta,,2012-,,,,ger,,Israelitische Kultusgemeinde Baden-Baden,,,[],,,,,,[],,
13,588055840,[<Element {http://www.loc.gov/MARC21/slim}subfield at 0x3a9020ac0>],Jüdische Zeitung für Thüringen,,,1930-1930,,050,,ger,,,,,[],,,,,,[],050,
14,1108321488,[<Element {http://www.loc.gov/MARC21/slim}subfield at 0x3a9020240>],Jüdische Rundschau,allgemeine juedische Zeitung,JUDAICA,1905-1908,,320,,ger,urn:nbn:de:hebis:30:1-140405,,,,[],https://nbn-resolving.org/urn:nbn:de:hebis:30:1-140405,"Aus der Sammlung des Leo Baeck Institute, digitalisiert in Kooperation mit dem Center for Jewish History, NY",,,urn:nbn:de:hebis:30:1-140405,['\n'],320,
15,013620819,[<Element {http://www.loc.gov/MARC21/slim}subfield at 0x3a9021780>],Jüdische Zeitung,,,1932-1933,,070,,ger,,,,,[],,,,,,"['\n', '\n']",070,
16,015020320,[<Element {http://www.loc.gov/MARC21/slim}subfield at 0x3a9021580>],Junge jüdische Zeitung,JJZ,JUDAICA,1992-1992,,290,,ger,,"von Schülern der Lichtigfeld-Schule Frankfurt, M.",,,[],,,,,,[],290,
17,018449182,[<Element {http://www.loc.gov/MARC21/slim}subfield at 0x3a9021b00>],Leipziger jüdische Zeitung,Wochenblatt für die gesamten Interessen des Judentums,,1922-1926,,070,,ger,,,,,[],,,,,,"['\n', '\n']",070,
18,023968885,[<Element {http://www.loc.gov/MARC21/slim}subfield at 0x3a9021d00>],Evrejskaja gazeta,EG ; russischsprachige jüdische Zeitung,06,2002-2014,,070,1610-8418,rus,,,,,[],,,,,,[],070,
19,015235424,[<Element {http://www.loc.gov/MARC21/slim}subfield at 0x3a9021680>],Neie jidiše tzeiṭung,umparṭeiiš natzionale wochn-tzeiṭung fun der Še'ērît-hap-Pelêṭā in Deiṭšland = Neue jüdische Zeitung : Wochenzeitung,JUDAICA,1950-[1974],,070,,yid,,,,,[],,,,,,[],070,
20,014472112,[<Element {http://www.loc.gov/MARC21/slim}subfield at 0x3a9021f00>],Pressburger jüdische Zeitung,Organ für d. gesamten Interessen d. Judentums,JUDAICA,1908-1909,,290,,ger,,,,,[],,,,,,['\n'],290,
21,02136446X,[<Element {http://www.loc.gov/MARC21/slim}subfield at 0x3a9022040>],Jüdische Zeitung,"für Düsseldorf, Duisburg, Mülheim-Ruhr, Oberhausen, Hamborn und Umgebung ; Düsseldorfer jüdisches Wochenblatt",,1927-1928,,070,,ger,,,,,[],,,,,,[],070,
22,013620789,[<Element {http://www.loc.gov/MARC21/slim}subfield at 0x3a9022240>],Jüdische Zeitung für Ostdeutschland,,JUDAICA,1924-1931,,070,,ger,,,,,[],,,,,,"['\n', '\n', '\n', '\n', '\n', '\n']",070,
23,013620800,[<Element {http://www.loc.gov/MARC21/slim}subfield at 0x3a9021fc0>],Jüdische Zeitung,,JUDAICA,1932-1937,,290,,ger,,,,,[],,,,,,"['\n', '\n', '\n']",290,
